Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-05-21,TC-035,Windows DNS Zone,Add records with special characters (* @) and verify,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify success toast and that record appears/updates/removes in the list
9. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Records with special characters should be handled correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-036,Windows DNS Zone,Verify all record types using dig command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Dig command should return correct results for all record types,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-037,Windows DNS Zone,Import BIND file and verify zone data loads correctly,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Click 'Import' and upload the test file
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Zone data from BIND import should load without errors,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-038,Windows DNS Zone,Export zone to BIND format and verify correctness,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Click 'Export' and choose format (CSV/PDF/BIND)
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Exported BIND file should contain all zone records correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-039,Windows DNS Zone,Enable DNSSEC on zone and verify signing,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",DNSSEC should be enabled and zone should be properly signed,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-040,Windows DNS Zone,Disable DNSSEC on zone and verify unsigned state,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",DNSSEC should be disabled and zone should return to unsigned state,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-041,Windows DNS Zone,Add and edit reverse zone (in-addr.arpa),"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Verify success toast and that record appears/updates/removes in the list
10. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Reverse zone should be created and editable,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-042,Windows DNS Zone,Add and edit IPv6 reverse zone (ip6.arpa),"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Verify success toast and that record appears/updates/removes in the list
10. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",IPv6 reverse zone should be created and editable,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-043,Windows DNS Zone,Bulk delete records and verify removal,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Select the record from list
4. Click 'Delete' / 'Remove' and confirm in dialog
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All selected records should be deleted from zone,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-21,TC-044,Windows DNS Zone,Add zone with duplicate scope name and verify rejection,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain (Forward/Reverse) lookup zones
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify proper validation/error message is displayed and no change is saved",Error should display - duplicate scope names not allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
,,SCOPE LEVEL TESTING,,,,,,
2026-05-22,TC-045,DNS Zone Scope,Create zone with scope and verify two zones generated (with and without scope name),"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Both scoped and non-scoped zones should be created,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-046,DNS Zone Scope,Check scope folder and zone files and verify all record types,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scope folder should contain proper zone files with all records,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-047,DNS Zone Scope,Verify scope zones with master and slave configuration,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scope zones should work correctly in master-slave setup,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-048,DNS Zone Scope,Verify scope name is mentioned on show domain page,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scope name should be visible on the domain display page,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-049,DNS Zone Scope,Verify TXT record value loads correctly in scope zone,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",TXT record value should be displayed correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
